"term","weight"
"pizza","-295.488952373"
"lam","-118.279201329"
"fever","-48.2075946681"
"lah","-62.5369019624"
"bday","-296.837563699"
"ladder","119.575104887"
"after","-33.0311379924"
"hong","-161.782992601"
"lab","-49.7229670737"
"zzzzzzz","22.0169063009"
"lay","-91.5558644678"
"law","144.589400539"
"meaningful","-0.9028642429"
"las","-30.0742831061"
"chilled","-26.2302484209"
"repeats","64.240116387"
"chillen","35.035697204"
"appreciate","-92.3371980928"
"greet","62.4833782295"
"hasta","30.5962772515"
"greek","46.0648280069"
"green","62.747517749"
"waitress","39.7170909767"
"ambulance","-36.1513982432"
"fan","46.6542721096"
"realizing","-126.571681012"
"greed","-19.784526833"
"lindsay","14.1534395353"
"salon","-72.9355853306"
"http://apps.facebook.com","-95.8189445922"
"office","277.986668758"
"muffin","-55.3917634916"
"zen","117.308519985"
"satisfied","-248.630562351"
"fab","184.269980887"
"japan","-120.829863349"
"mayor","243.262627453"
"somewhere","163.776770365"
"highlights","12.686149747"
"denver","101.62980419"
"fag","111.079496052"
"production","-179.463517153"
"auction","154.241318117"
"belly","169.74868738"
"versus","68.5408606282"
"then","-56.4789914379"
"them","49.9849979647"
"affected","-22.8981796609"
"woken","-147.935574366"
"thee","-148.664922666"
"safe","504.055386503"
"break","-260.68669729"
"vegetable","22.9119749479"
"roommate","-147.694797011"
"reaches","75.7329172274"
"they","94.5172035685"
"jesus","36.313348024"
"ther","-103.958728949"
"pjs","-76.2293977582"
"bread","215.141710312"
"whoop","-57.4732048191"
"rocky","-199.101332588"
"oxygen","-64.6841973493"
"l","19.3392778943"
"alexis","-90.8451171444"
"rocks","52.330652076"
"reasonable","255.316207512"
"whoot","-76.5222350323"
"feeds","15.2606834395"
"entitled","18.154636925"
"carlos","69.5915309315"
"lifted","35.0002343191"
"crimes","70.2372038846"
"husband","98.0081850619"
"logo","-59.6749703055"
"whining","139.117394902"
"network","-148.287775046"
"cameras","-30.1894837977"
"hooked","254.059519532"
"forty","82.9320468066"
"strangers","-117.305433444"
"fellowship","-93.0286954993"
"daniel","-99.3308926122"
"braces","-254.845606974"
"medicine","-35.7267555275"
"hooker","85.9896669775"
"forth","63.8020944132"
"sliding","137.991737571"
"sumone","-14.9130445446"
"leftovers","82.0785829739"
"mourning","187.57820393"
"appointments","-11.6721378286"
"techno","-63.729857718"
"vets","237.189142442"
"people's","-294.347464364"
"lollipop","49.6527667683"
"certified","-17.6312337358"
"renee","-4.76327568334"
"dammit","64.1800788165"
"recovering","231.224433154"
"created","-58.2337705217"
"creates","65.0326829884"
"lousy","266.85779374"
"renew","121.934472913"
"chopped","67.9300015"
"flick","114.361983127"
">:","2.06725733675"
"organize","28.8862385075"
"champs","10.7527138683"
"delicious","-167.131509732"
"comin","-16.15189992"
"tel","30.8288553314"
"thick","21.0292123033"
"electronic","255.644299247"
"timothy","19.9208729545"
"rated","-25.3062490084"
"dogg","37.6150128864"
"elevator","50.7733192394"
"compromise","56.0976425465"
"tune","168.993911775"
"john","62.3480768357"
"dogs","388.725398486"
"hacer","-168.118935993"
"happily","-74.9213509652"
"albert","17.7048020586"
"rejected","18.0092926862"
"cereal","-160.983139459"
"jingle","-7.89594168784"
"wasted","-133.190627953"
"toronto","132.255325163"
"mercy","-209.976468733"
"target","-27.3326419101"
"hike","-143.753010268"
"scenes","100.239508781"
"ebay","76.3766888657"
"guilt","109.659768016"
"iron","-87.086040945"
"unconditionally","169.59046121"
"hacking","-66.5192623104"
"powers","27.1309355115"
"minus","80.603764619"
"youre","22.5108642555"
"bronchitis","66.0967158479"
"pessimist","-15.5031720795"
"manner","24.9398903105"
"forced","-85.7509052644"
"ponder","-12.5285034518"
"strength","-21.5179984899"
"genuine","122.31304585"
"burgers","-16.9506460592"
"convenient","-28.7382954727"
"latter","-19.1655432402"
"@_","-91.2552563185"
"realy","-124.146918105"
"rome","-124.465797617"
"luxury","30.9929506623"
"forces","8.85853940595"
"curfew","-22.9213123471"
"completed","-27.8271880325"
"circles","-171.121228293"
"gravy","86.5303243497"
"qualities","-72.109294146"
"maiden","15.4065282061"
"bruce","150.433218919"
"sue","353.202642611"
"shorty","-9.76096655286"
"anatomy","38.4690891105"
"involving","-68.9250322721"
"germany","94.2080795108"
"phase","106.052748037"
"proverb","333.764901136"
"grave","-102.990464957"
"webcam","-55.8419086359"
"flops","4.54109129914"
"alumni","4.28073252499"
"aunt","-201.567415264"
"sun","2.22040834959"
"voting","140.336659501"
"spendin","-41.8752932791"
"reserve","98.1752760453"
"lewis","-154.479608625"
"brief","78.8288767489"
"d:","53.2837730606"
"nang","-145.338827363"
"nephew","288.690672576"
"d2","19.455497312"
"enjoyed","79.8622857004"
"toast","32.7274661182"
"sleeps","116.359019511"
"guidance","-230.068763797"
"hrs","27.0939852931"
"deepest","-140.183212198"
"attitudes","79.8352693764"
"personality","-103.974634884"
"dn","36.9251752009"
"do","27.0233249638"
"bitchin","74.3998572039"
"dj","90.6448402461"
"di","-19.8378265498"
"dd","49.63045287"
"de","-17.0380054944"
"dc","-125.754075764"
"da","-17.0414298868"
"watson","-180.043791319"
"haunted","121.884550491"
"dx","47.8854830964"
"nasty","224.175354272"
"du","-57.961790479"
"dr","360.971907048"
"ds","-128.178308485"
"dp","-93.6393759626"
"runs","-208.25650853"
"covering","81.2247568749"
"emo","-10.5842470802"
"ahhhhhhh","1.36541044682"
"children's","103.199982133"
"gears","137.834680876"
"buat","-151.701276571"
"steak","22.3639578357"
"steal","-66.4012430793"
"steam","-61.2495586133"
"secretary","-67.8152717157"
"besties","-123.385223762"
"miserably","30.2684570622"
"lemonade","-131.352236493"
"depends","-222.451260982"
"miserable","67.6456168864"
"o_o","44.2958085287"
"93","87.6653929293"
"xddd","-80.5024319641"
"draws","-37.9929308068"
"mitch","-31.2999713294"
"pedicure","161.769830239"
"away","1.69100832399"
"gentleman","43.0883668744"
"bien","-75.1557212425"
"unable","-86.6986880992"
"props","-187.734383848"
"drawn","-113.82570847"
"pfft","17.1536916736"
"we","-60.1579133023"
"terms","19.2780478985"
"wa","40.2490032841"
"stinks","-41.232658409"
"wo","-39.524565135"
"handful","310.493963373"
"wk","72.3788760964"
"wi","103.216782004"
"wt","64.8549523431"
"ws","-47.2401475"
"nila","103.020582173"
"packages","60.4306546617"
"kitchen","259.723665089"
"received","340.505023556"
"climate","112.066449329"
"cow","112.189094831"
"brat","-47.6476282987"
"cox","-24.8018139661"
"ill","-37.9641236345"
"coz","-56.3253830948"
"ahora","95.6844909831"
"brag","81.1869311863"
"cod","-72.6164660644"
"brad","78.9219501557"
"requests","83.6064424605"
"inlove","182.267948928"
"com","-45.2396246482"
"con","59.1008050789"
"peacefully","22.0788633876"
"tone","-7.55685303257"
"tong","-37.6664677306"
"royal","111.095344583"
"tons","-141.502029551"
"tony","311.152622927"
"heals","38.9016724751"
"speak","130.631892805"
"gratitude","517.123333889"
"iraq","-43.7045214395"
"claiming","-200.378846946"
"dt","-113.631313799"
"shoulda","55.944551244"
"sleepover","51.7290343997"
"noel","101.308336104"
"flexible","127.950068226"
"warmth","-168.600482527"
"families","619.510489853"
"easy","109.057391251"
"relaxing","-240.146378669"
"attacked","-221.458268816"
"excite","-16.6233586231"
"fest","-110.047775457"
"gracious","-37.1921066809"
"applied","-56.1935968736"
"east","76.5443684436"
"weikert","22.7118913575"
"air","96.3361553136"
"aim","-235.602650038"
"gna","-8.62030108383"
"micheal","-74.193256551"
"b-day","0.715941269132"
"aid","13.1584320539"
"voice","-39.7030265717"
"inspired","11.6420943025"
"mistake","-44.3934305558"
"stink","97.2399751711"
"thursdays","-60.9054242575"
"sticker","141.902118062"
"dumped","12.8270605312"
"sting","-1.28655850264"
"audrey","-65.0022527618"
"skipping","23.2132833596"
"dizzy","37.1571463981"
"brake","50.1682237796"
"cone","5.80472198385"
"confirmed","-54.0850276278"
"perform","-184.358202622"
"jerry","62.5227912799"
"b's","42.6365547117"
"plates","-14.1275509604"
"puttin","54.5045664537"
"bunny","111.213146556"
"definately","-21.4572379807"
"arent","-163.160802948"
"wheel","85.3769106577"
"independent","55.0473026384"
"fuss","2.71156967828"
"swell","-98.7097239294"
"hang","50.7400238543"
"evil","-167.72274028"
"http://www.youtube.com","-84.7259252602"
"fuse","-13.4458622302"
"redneck","-39.3996744346"
"kept","142.3735245"
"soak","-18.5810908682"
"hopping","58.9963012271"
"thx","28.3994365131"
"min","-89.0775594602"
"ths","14.9069996629"
"kyle","-138.996334096"
"roomie","-99.1113048925"
"tho","-137.344823819"
"thn","22.6582144075"
"contact","-299.885171473"
"mamma","-19.2742841679"
"thi","57.1057570827"
"the","7.68137691652"
"musical","-94.0099211425"
"tha","-1.77759425995"
"kala","15.4069245373"
"she'll","226.720813328"
"photographer","59.8810983413"
"quoted","-50.5094765955"
"photo","369.636574226"
"newton","-36.9446726545"
"43","97.2898084367"
"hahahha","-20.2295198023"
"gravity","-74.3415464352"
"quotes","-62.3361823074"
"thanks","205.938269023"
"victim","36.3462475341"
"50th","168.988343065"
"repost","56.4671715562"
"jose","-29.7551428997"
"hills","148.220788407"
"27th","-131.861167281"
"josh","-79.4680341692"
"wright","-47.5029713345"
"shout","-192.684538141"
"belongs","-37.9464534054"
"board","-75.0840249103"
"righteous","30.5108962917"
"maya","196.254894373"
"araw","-25.9647126021"
"mayb","11.246873641"
"mayo","-85.2883585234"
"caps","-81.090134265"
"boxes","193.975118541"
"bastards","167.716174387"
"mays","-72.5865552211"
"cape","109.585720477"
"retreat","-165.775233275"
"packin","-5.39822619547"
"regretting","-9.43865519484"
"cooler","195.885031109"
"theyre","-119.099023254"
"gandhi","10.3778100182"
"night","-102.146323238"
"security","224.215159764"
"sobrang","126.006821915"
"honored","114.205921627"
"sends","105.659481429"
"born","-155.877903355"
"neva","29.2213661012"
"bore","-2.20356652627"
"bord","-188.274939074"
"confusing","-102.938227745"
"humor","350.060590869"
"purple","-35.6153830449"
"phenomenal","-75.679962498"
"/","2.33746421602"
"filming","-57.2280255966"
"asking","333.755726015"
"arrest","39.543063917"
"denied","-17.5842062845"
"beating","-168.076580633"
"adorable","-7.51218036756"
"columbus","-15.4582685053"
"pls","-182.327231442"
"peel","100.96658277"
"marketing","-67.9468602749"
"pose","5.25000182039"
"plz","-356.338270151"
"peed","-101.644183789"
"graduates","13.7130304151"
"phew","141.222092562"
"pla","-12.6331188204"
"peer","-155.060152767"
"flaws","-0.996980883429"
"post","-190.060586766"
"trophy","2.80311958517"
"diner","36.8341665199"
"_____","-5.7200655133"
"theirs","152.799171929"
"months","-185.528564169"
"accepts","62.1597595734"
"anime","-78.0142591246"
"horizon","-83.6711687164"
"cherish","271.339227279"
"gingerbread","21.5962404406"
"octopus","-1.60699834236"
"tonights","125.901079861"
"dilemma","74.5435539879"
"wasting","-137.808504468"
"pays","384.597877565"
"float","-29.6445558217"
"profession","-34.4751835544"
"bound","-316.673165967"
"balanced","82.2714964529"
"stumble","35.3314782858"
"creek","39.9540877441"
"strangely","153.168050862"
"wan","-21.6893619916"
"wal","28.6191101373"
"heheh","-147.31628677"
"wah","-76.0039735758"
"wag","-24.6862234473"
"available","263.535463959"
"fight","-289.281144595"
"waz","5.72242113425"
"way","54.6339600513"
"wax","-47.3984950383"
"wat","-74.2194489146"
"was","-0.373645154739"
"war","-280.740673835"
"lowest","-46.6750502613"
"snowy","84.7945484794"
"becoming","-241.106234956"
"converse","-66.5401554931"
"snows","-0.859276841973"
"mysterious","-107.800115333"
"needles","47.3844538979"
"elderly","240.499911695"
"hmmmmmmm","104.686416616"
"true","54.8958585656"
"reset","189.69846789"
"absent","-30.4493065763"
"invincible","-68.7943541813"
"ahahaha","-10.9651890575"
"mtv","-117.978074636"
"maximum","-1.43383939091"
"crystal","-70.4622561174"
"emotional","-29.6970788312"
"prayed","117.033326427"
"promises","-100.702277916"
"medication","138.710498424"
"hotter","1.22300476167"
"moore","-69.8151557994"
"tryna","-65.7085547011"
"evidence","-15.8427982189"
"guessed","7.56545807356"
"promised","325.616524008"
"prayer","634.59895718"
"mold","-81.4123032849"
"physical","84.9960923045"
"dying","-24.5738392793"
"stake","26.7440865127"
"topped","45.0799201454"
"reality","60.1930795568"
"interested","-85.3658624201"
"holding","-37.4384981836"
"test","-166.282634327"
"tripped","-109.613430955"
"scored","170.757579469"
"brothers","-214.836713186"
"o'clock","-162.909801433"
"welcome","-136.863341444"
"update","-48.5650776678"
"belive","-94.250844167"
"let's","-39.0611345378"
"daddy's","-0.210655003647"
"scores","-58.9094075045"
"acted","-66.5556360764"
"funerals","114.312947995"
"cheated","-20.4982798104"
"}","-7.81866873373"
"facebooker","40.2011709396"
"antibiotics","85.8104683947"
"together","30.7602292567"
"beds","-21.8056581302"
"loyal","67.9206559085"
"reception","0.298787134418"
"paige","-102.485114196"
"songs","-209.11963722"
"concept","93.6886982559"
"vampires","-175.158948988"
"switched","99.8955518491"
"dance","35.38718288"
"global","125.060992165"
"grateful","698.769091623"
"battle","-173.48298871"
"indians","-122.877412654"
"devoted","-2.34039281034"
"certainly","264.672850687"
"grape","9.38775221436"
"somthing","-228.693769609"
"zone","103.589609954"
"tounge","-31.5783366552"
"hump","187.063022699"
"flash","-95.8776717645"
"permanently","49.9505603883"
"rhythm","-0.146204452583"
"rainbows","-9.19097573474"
"terror","-104.065195214"
"explode","110.071291472"
"a's","13.6311938285"
"rebecca","-1.53410823415"
"brown","46.1933575344"
"supported","-73.252952085"
"3am","57.2038085634"
"hannah","-36.3625596828"
"brownie","-46.2135993875"
"seemingly","12.9426743243"
"vegas","5.1634563684"
"anonymous","-107.771894235"
"kitten","-142.207805579"
"trouble","129.540851115"
"blast","-264.076256342"
"beiber","-85.8349678586"
"margarita","113.335510838"
"presented","76.2185961019"
"turns","-119.107560378"
"fragile","-16.583621795"
"gun","-248.508177781"
"gum","-160.849446589"
"p","-78.4082791948"
"soooo","66.9988192872"
"gut","193.287589515"
"guy","-125.832908082"
"upper","74.0440737225"
"brave","-90.5335868324"
"htc","-46.6399071047"
"regret","47.8812446677"
"bravo","53.7041547915"
"rouge","-123.484320292"
"discover","134.833834775"
"cost","198.116421687"
"helpless","-96.0092728098"
"dapat","7.62637764136"
"curse","-113.200317342"
"appear","192.069119967"
"barbie","-76.9781134937"
"assistance","-37.7725308883"
"shares","24.400133998"
"uniform","-55.6486653509"
"shared","443.998883095"
"appeal","78.6145889523"
"satisfy","-42.0700313369"
"supporting","-79.5391794454"
"weezy","-73.3780972685"
"unsure","-65.2648516349"
"muslim","51.056655994"
"downloaded","-8.40967921709"
"5pm","17.3470833802"
"hve","5.31232217922"
"hadn't","282.780983839"
"suckers","-36.3042713815"
"teaches","42.3020747278"
"teacher","-252.407478051"
"change","97.042044429"
"rooney","-79.4640542937"
"sending","527.383136658"
"condoms","45.7529432745"
"flames","-110.619422793"
"lakers","46.0813933308"
"trial","-133.279891918"
"bangs","24.9942575978"
"franklin","217.263889747"
"jaw","-97.9607484888"
"usually","37.8925630342"
"pillow","105.617761052"
"homecoming","1.2115992389"
"churchill","69.0809501385"
"retired","333.880172595"
"hiking","81.9041035351"
"extra","-16.8906261892"
"marked","-11.6960547825"
"sincerely","-97.7939192194"
"buble","46.2890560804"
"embarrassing","3.39240627213"
"rarely","274.283761029"
"market","99.4744699487"
"jan","202.125284774"
"cudi","23.5806298707"
"prove","32.796083595"
"hahahahahahahahahahahaha","-95.0666510607"
"bury","26.1454457836"
">:)","-93.0909882607"
">:(","-125.100109764"
">:/","-4.22944846605"
"angela","-45.0561162112"
"live","-5.75634260004"
"planted","302.632467899"
"wonderfully","-7.20838383422"
"https","93.6339960154"
"anyone's","25.5630988078"
"angels","87.2699822265"
"entrance","-93.9266475117"
"club","96.300585026"
"clue","75.5405824995"
"beaver","2.32826514319"
"uinervtisy","-43.5251571108"
"graphic","101.338696627"
"douche","-12.6374061456"
"niggas","-122.047479756"
"car","-43.1904004498"
"cap","-21.5127442416"
"cat","98.7202592504"
"hardest","-214.052675812"
"can","-4.70221935352"
"co-workers","89.5344843831"
"cal","272.717012684"
"cab","-86.1032514236"
"sleeep","-13.0642255631"
"social","58.6992051108"
"heart","98.5614420913"
"dedicated","-42.2809077175"
"hears","41.0642779022"
"december","-137.575060964"
"chip","-39.971833615"
"nemo","-122.251036232"
"didn't","58.6549139255"
"topic","-302.837852949"
"7pm","38.232824861"
"chin","-18.9368928786"
"mmmmmm","67.6979947842"
"spa","70.9830768593"
"clothing","-350.469162053"
"occur","2.35062925452"
"productive","-226.409653211"
"discussion","69.5368915692"
"cliche","-19.370663314"
"freezer","278.762117287"
"lounge","34.2767710593"
"wonderfull","-51.5618298315"
"nonstop","47.9386382733"
"economy","109.969324295"
"product","-161.620733579"
"sacrifice","-212.735455099"
"southern","187.666326243"
"diva","65.1351930903"
"disgusted","-25.4573532131"
"produce","37.6217058513"
"commit","193.033490726"
"heroes","28.3612409268"
"lifting","-96.0930557123"
"remember","217.014038823"
"grandson","1967.14182767"
"whenever","-232.277204075"
"candles","200.44025432"
"offend","66.0867398954"
"kurt","-3.92959316368"
"typical","-13.8783155136"
"approx","18.6019949383"
"serving","83.2971717198"
"paramore","-64.9187076979"
"indeed","-99.7579243135"
"haircut","-48.0310700835"
"ended","-169.759100992"
"thinner","128.24161038"
"cold","97.2733636897"
"still","83.8572864253"
"birds","254.526789541"
"cola","-116.046253967"
"curly","-93.88180587"
"acknowledge","51.9989124515"
"willow","-83.0275027086"
"birthdays","-60.1209060995"
"sexiest","95.5553268174"
"forms","16.950469958"
"window","-143.762902853"
"sail","-46.8110020239"
"showered","54.3682939942"
"bombs","-18.3124623064"
"nom","-11.2252003725"
"non","45.0589464954"
"noo","62.0771156499"
"noh","-42.9201750886"
"nod","10.305739945"
"noe","-90.3236487103"
"nog","2.63520267769"
"lalo","30.5710701391"
"introduce","-64.3011412072"
"snuggie","8.97403094301"
"hala","-18.138022152"
"adrenaline","-56.8298796246"
"tails","-21.4819622958"
"half","-206.172531447"
"not","40.9521786486"
"nou","41.5408698505"
"nov","82.7722344683"
"now","-60.2717556867"
"hall","-157.530149682"
"nor","31.6367939448"
"nos","160.478683646"
"wont","-216.442323654"
"lies","-49.8940168684"
"servant","29.7006702114"
"james","-128.049134097"
"drop","40.9042312179"
"beings","234.510117951"
"wong","-58.6139185509"
"entirely","-313.152213045"
"nooooooooooooooooooooooo","-55.116369455"
"concerts","62.2264762125"
"em","109.321470768"
"el","-58.548519309"
"en","99.1782500413"
"eh","-82.8800238422"
"ek","-92.5640569419"
"challenged","107.304325661"
"ee","-137.565726266"
"ed","-129.252589692"
"yeah","-60.9515233742"
"challenges","44.4562373852"
"wrap","192.892217791"
"fires","17.3445756493"
"shouldnt","3.17604222533"
"ex","185.35669608"
"year","-7.11717651786"
"eu","-164.526842886"
"et","-46.1785720696"
"ew","33.542905653"
"avoided","-20.8507772253"
"pills","36.5529403641"
"es","-137.815461506"
"er","55.1714753251"
"album","-274.533457075"
"shown","0.856411821375"
"accomplish","182.013719053"
"opened","124.561049266"
"space","-16.2743104763"
"irony","-46.2731049649"
"thirst","8.61182792854"
"looking","55.192735382"
"opener","-76.5160111175"
"receiving","35.6021523333"
"pod","84.0323582551"
"shows","-13.9146105012"
"screw","-175.941564605"
"cars","-84.6629860529"
"cart","-13.7629346725"
"argh","-80.8206325573"
"hirap","55.0647183935"
"rly","17.2296348044"
"rebel","-145.642325159"
"carl","-5.06851215151"
"cara","-114.109972528"
"marine","-146.636297354"
"inevitable","-88.505767171"
"card","-31.4020149475"
"care","-24.0086770853"
"deprivation","-40.1438082088"
"transition","66.6852721212"
"fb","393.086832897"
"british","-145.9338912"
"honest","113.218983345"
"lindsey","-90.9629705715"
"tangled","-73.6308381362"
"invitation","91.7266379149"
"kami","-68.8985814707"
"promotion","-26.9778879972"
"blind","-133.923068196"
"c'est","78.468665547"
"xo","-7.66189221253"
"stevens","113.876216336"
"xa","-75.4034475739"
"flipping","-40.1244808054"
"xd","-37.6211923515"
"yourself","58.2407149248"
"m's","6.99986578939"
"xx","-14.1214872779"
"directly","-2.38296851069"
"gasp","-46.4514024326"
"impossible","-268.725876709"
"xp","-155.35004383"
"drove","-37.3306236434"
"tomorrow","-43.9474810886"
"size","-43.8837542503"
"sheep","111.236814237"
"sheer","148.86492949"
"truthfully","-58.5624588127"
"checked","-30.5451069971"
"silent","-30.6742025654"
"valentine's","-83.4463801412"
"caught","153.243435494"
"breed","-200.963923874"
"solstice","145.699652943"
"tragic","-20.8011604651"
"puddle","-75.249445923"
"friend","56.4239189605"
"mostly","283.139365798"
"that","-19.1115359947"
"pittsburgh","97.6762461225"
"brains","74.7278619085"
"appreciates","47.7094125176"
"sociology","-40.5170304054"
"quad","-28.9776457311"
"thai","38.3323844951"
"flowers","286.720848197"
"appreciated","5.13657914563"
"becuz","-148.765797361"
"titans","-51.3544970974"
"television","-151.996377206"
"seuss","139.672086866"
"travis","-132.67008555"
"optimism","-20.2933736744"
"karate","12.5683629907"
"apples","-36.8223916333"
"optimist","-14.575340746"
"gobble","-17.1707199196"
"sublime","18.2657570076"
"angel","-50.0522854975"
"craig","115.838873187"
"correction","-36.7096489168"
"premier","113.044705743"
"slap","61.0866749353"
"bugs","-33.0297012547"
"13th","-2.3164477445"
"slam","-35.8887553394"
"anger","76.117370194"
"breakfast","116.338817313"
"recover","95.6447962528"
"pong","-120.970859773"
"zombieland","84.0270404206"
"form","-231.33826554"
"veteran","225.214644067"
"terrific","435.101348288"
"equipment","238.335165684"
"hookah","-77.0098913897"
"nalang","-89.9022116622"
"online","-161.347894334"
"roommates","-141.224299468"
"bitching","-28.0019189132"
"begin","88.0034087881"
"prick","-45.3930374488"
"price","129.478585351"
"importantly","-95.7622463944"
"america","-199.878359629"
"]","16.3442792053"
"michelle","-5.3490900583"
"forever","-224.681856799"
"31st","-142.854369002"
"egg","-142.157432737"
"attempting","-107.59560605"
"steady","-70.4846778124"
"melanie","-5.43536565482"
"tooth","98.9995733766"
"sista","20.072833339"
"sunset","-75.9949985999"
"mri","204.387827177"
"clearing","42.1786454632"
"professional","301.552577254"
"abraham","118.990708162"
"7:30","10.9106770128"
"chicks","-13.2617016402"
"german","-110.358644642"
"fifty","-22.7834520361"
"discovered","91.6325336952"
"maine","30.2778911386"
"fifth","-162.048511196"
"ground","-63.7926141534"
"aint","-3.91640385661"
"upgrade","80.9195610601"
"title","0.233910284623"
"saints","63.9096886208"
"trojan","5.33325597235"
"honors","-187.65014456"
"only","-115.474728489"
"developed","-109.53637801"
"thompson","46.5262754899"
"stain","33.0609399195"
"pumpkin","-34.1503124063"
"occupied","-6.10451404357"
"cannon","-103.813852985"
"samuel","-82.5372252223"
"truly","108.253030514"
"leon","-47.6275878037"
"cannot","-29.0172511112"
"cryin","-41.3349990576"
"stroll","8.43674517787"
"u'll","-60.1088459042"
"leather","30.1862345504"
"seldom","86.3220460852"
"logan","-176.628415654"
"losers","43.7622443615"
"amanda","-2.10433178581"
"everything's","-109.176601655"
"fridge","99.3615440349"
"concert","82.7257999414"
"burst","-98.3958918471"
"physically","-37.1421910153"
"elected","130.477124195"
"asleep","-107.65251031"
"hoes","33.0419195026"
"sport","-157.671054296"
"concern","155.109987737"
"thurs","128.702215663"
"colours","-76.0094433324"
"3","-41.0074946349"
"between","-26.4199910687"
"nicest","-73.5182697663"
"whipped","116.231440107"
"notice","-130.922489912"
"prettiest","24.4670059002"
"yumm","-191.849353519"
"blame","-24.1389506837"
"hurts","12.0880247812"
"article","-106.945890508"
"butts","11.478927208"
"mong","3.45251644879"
"stages","75.837613023"
"talented","135.266906641"
"voicemail","22.2097501176"
"overrated","-121.605515887"
"wheels","154.667021588"
"comes","-32.407894499"
"nearby","-61.4470290897"
"madness","-43.6830652454"
"sence","-107.045324158"
"150","15.9739579097"
"jeans","-61.2766012168"
"@yahoo","-289.478146755"
"couldn't","-21.9755472939"
"proved","-95.6561000172"
"sledding","-66.8323763943"
"oliver","26.3212245496"
"cares","-131.047854398"
"2pm","-59.3102094561"
"informed","64.3158165243"
"tropical","127.118844216"
"punished","66.3141600709"
"technical","53.4309616477"
"sesh","-90.9729283614"
"exhaustion","-0.747882525531"
"elvis","335.41009844"
"wounds","22.7150580059"
"language","1.92507447631"
"external","173.534394996"
"foggy","54.6463407982"
"ruby","75.1734861038"
"argentina","96.8643999526"
"countless","-97.7427284873"
"4-0","-80.6421581957"
"developing","-111.983828309"
"these","-143.633285588"
"trick","-228.48708305"
"eid","-40.3578089943"
"freely","166.257394475"
"scum","28.8994000553"
"person's","-59.3762453694"
"coolest","-81.8446318031"
"orientation","-172.230046304"
"alcoholic","-44.9081223153"
"determination","-26.7430551435"
"soil","21.2847895613"
"canceled","-91.3451724427"
"embrace","-18.0658604688"
"heels","-17.0899716629"
"somebody","-20.0475827228"
"stickers","-64.6674359395"
"ship","-52.0390904669"
"worry","-35.0093819748"
"develop","6.86154066537"
"media","-30.5634703622"
"gentlemen","-30.0336090048"
"food","-54.8054629759"
"followers","-118.161921437"
"coworkers","17.1348305768"
"lite","264.306756394"
"document","40.2766592978"
"noble","2.81880522546"
"finish","24.415458722"
"closest","-137.503020795"
"enjoyment","4.81166381737"
"foam","-33.6880808005"
"x3","3.33641666187"
"fruit","-19.8342529919"
"favorites","115.783168247"
"tradition","-45.7955009176"
"mentally","218.180306552"
"hella","14.0845633871"
"theater","64.8748290418"
"charges","19.1113596937"
"charger","-67.61900441"
"eto","82.086260347"
"severe","107.811929348"
"breeze","38.4083490421"
"gain","-46.5697774291"
"hahahahahaha","97.0975458499"
"charged","62.5681037136"
"taxi","51.5913833827"
"frankie","-139.089710467"
"noah","84.8931753587"
"excel","1.36646079764"
"dancers","45.4136595923"
"neon","-123.11695788"
"valuable","-136.335692473"
"shouts","10.9237028358"
"ch","-8.47654418176"
"greetings","199.737763552"
"touch","137.315487023"
"ps3","-89.3763424841"
"speed","-88.9205760634"
"cn","33.711086394"
"death","-295.040866326"
"sheldon","-15.7791318459"
"thinking","189.027705146"
"improvement","96.8317604774"
"gooooo","-48.5337312642"
"verse","-127.597853824"
"9:30","-42.4267542311"
"treatment","315.358221458"
"halftime","139.792106018"
"republic","-238.414047436"
"struck","63.1679263292"
"real","156.273402697"
"boast","-123.617991547"
"frown","-98.8738581619"
"spectacular","75.5094569797"
"bryan","-170.709366785"
"read","-4.57200242893"
"stung","39.2560347667"
"gonna","-50.0149320696"
"early","126.865651875"
"listening","-54.7483886158"
"using","38.9614229774"
"psp","1.33652569155"
"lady","-48.6335633742"
"rear","56.0995956223"
"ruled","-106.304660675"
"fortune","66.2019238144"
"pounds","228.995895983"
"collective","138.536634578"
"greeting","13.1379033857"
"miracle","148.0766257"
"benefit","94.0292708287"
"t","-13.1406450988"
"whatcha","89.8401480383"
"twelve","-101.762204305"
"apartments","-106.106431459"
"ewww","-83.3810963179"
"oscars","20.7603084891"
"eddie","25.3633399866"
"ahhhhhh","-12.0202948836"
"payed","-217.475769742"
"ganun","-4.52463683245"
"recorded","63.4490725007"
"conservative","24.1313590376"
"babysitter","-189.870512725"
"nuggets","-89.6883923349"
"hustle","-15.1843094752"
"wheat","-134.131336007"
"business","320.202993424"
"asap","-265.786331028"
"sixth","-159.884186675"
"equivalent","-36.3627374008"
"tuition","-156.631545772"
"credits","69.1510849076"
"^_^","-87.7350276157"
"hectic","-110.319399785"
"innocence","-146.457532242"
"nmn","-18.195139605"
"leftover","132.52025708"
"francis","360.048038893"
"throw","-96.8471963559"
"comparison","-65.6202650611"
"choc","41.9433565834"
"central","116.483115984"
"chop","77.2040427699"
"fell","-38.2796276264"
"wolf","25.0997590197"
"greatly","-375.548053497"
"chow","37.4620472171"
"assassin","-41.7056164115"
"backup","40.7019175358"
"heater","14.680294747"
"researching","-115.078941796"
